event_date,event_country,event_name,player_place,prize_usd,player_id,source,last_updated
27-Jan-13,Australia,"A$ 10,600 No Limit Hold'em - Main Event2013 Aussie Millions Poker Championship, Melbourne",8th,126684,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
17-Nov-12,United States,"$ 2,500 No Limit Hold'emDeep Stack Extravaganza IV, Las Vegas",18th,7422,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
26-Oct-12,United States,"$ 2,200 No Limit Hold'em - Main Event2012 Isle Open, Pompano Beach",15th,5520,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
7-Jul-12,United States,"$ 10,000 World Championship - No Limit Hold'em (Event #61)43rd World Series of Poker - WSOP 2012, Las Vegas",587th,21707,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
4-Jul-12,United States,"$ 1,000 No Limit Hold'em (Event #59)43rd World Series of Poker - WSOP 2012, Las Vegas",99th,4283,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
13-Jun-12,United States,"$ 2,200 No Limit Hold'em - Big BountyDeep Stack Extravaganza III, Las Vegas",4th,21967,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
7-Jun-12,United States,"$ 1,500 No Limit Hold'em - Six Handed (Event #16)43rd World Series of Poker - WSOP 2012, Las Vegas",40th,7578,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
2-Jun-12,United States,"$ 1,500 No Limit Hold'em - Re-Entry (Event #9A)43rd World Series of Poker - WSOP 2012, Las Vegas",210th,3584,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
24-Mar-12,United States,"$ 1,375 + 125 No Limit Hold'em - Deepstack2012 Foxwoods Poker Classic, Mashantucket",2nd,30410,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
25-Feb-12,United States,"$ 1,600 No Limit Hold'em - Main EventWSOP Circuit - WSOPC West Palm Beach, West Palm Beach",28th,5943,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
4-Jun-11,United States,"$ 1,000 No Limit Hold'em42nd World Series of Poker - WSOP 2011, Las Vegas",35th,14852,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
28-Jun-10,United States,"$ 1,500 No Limit Hold'em41st World Series of Poker - WSOP 2010, Las Vegas",151st,3433,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
21-Jun-10,United States,"$ 225 + 25 No Limit Texas Hold'em2010 Wynn Casino Recurring Tournaments, Las Vegas",2nd,1397,89380,https://pokerdb.thehendonmob.com/player.php?a=r&n=89380,10/19/2021
15-Oct-21,United States,"$ 1,500 No Limit 2-7 Lowball (Event #31)52nd World Series of Poker - WSOP 2021, Las Vegas",21st,3725,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
8-Oct-21,United States,"$ 1,500 No Limit Hold'em - Millionaire Maker (Event #17)52nd World Series of Poker - WSOP 2021, Las Vegas",465th,3215,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
7-Oct-21,United States,"$ 1,500 No Limit Hold'em - 6 Handed (Event #15)52nd World Series of Poker - WSOP 2021, Las Vegas",17th,17141,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
30-Jun-19,United States,"$ 1,000 No Limit Hold'em - WSOP.com Online Championship (Event #68)50th World Series of Poker - WSOP 2019, Las Vegas",22nd,8978,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
28-Jun-19,United States,"$ 888 No Limit Hold'em - Crazy Eights (Event #64)50th World Series of Poker - WSOP 2019, Las Vegas",161st,5938,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
7-Jun-19,United States,"$ 1,500 No Limit Hold'em - Millionaire Maker (Event #19)50th World Series of Poker - WSOP 2019, Las Vegas",652nd,3386,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
3-Jun-19,United States,"$ 1,100 No Limit Hold'em - MSPT Event (Event #41)DeepStack Championship Poker Series, Las Vegas",413th,2372,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
29-Oct-18,Canada,"C$ 5,000 + 300 No Limit Hold'em - Main Event #2World Poker Tour - partypoker WPT Montreal, Kahnawake",94th,8704,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
26-Oct-18,Canada,"C$ 500 + 50 No Limit Hold'em - WPT500World Poker Tour - partypoker WPT Montreal, Kahnawake",146th,934,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
2-Jul-18,United States,"$ 10,000 No Limit Hold'em - Main Event Championship (Event #65)49th World Series of Poker - WSOP 2018, Las Vegas",780th,18340,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
28-Jun-18,United States,"$ 1,000 No Limit Hold'em - Ladies Championship (Event #57)49th World Series of Poker - WSOP 2018, Las Vegas",70th,1782,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
25-Jun-18,United States,"$ 500 + 65 No Limit Hold'em - WPT500Aria 2018 Poker Classic, Las Vegas",63rd,3550,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
2-Jun-18,United States,"$ 565 No Limit Hold'em - Colossus (Event #7)49th World Series of Poker - WSOP 2018, Las Vegas",757th,1431,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
8-Jul-17,United States,"$ 10,000 No Limit Hold'em - Main Event Championship (Event #73)48th World Series of Poker - WSOP 2017, Las Vegas",309th,35267,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
1-Jul-17,United States,"$ 888 No Limit Hold'em - Crazy Eights (Event #60)48th World Series of Poker - WSOP 2017, Las Vegas",694th,1742,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
9-Jun-17,United States,"$ 365 No Limit Hold'em - The Giant (Event #19)48th World Series of Poker - WSOP 2017, Las Vegas",890th,1256,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
3-Jun-17,United States,"$ 333 No Limit Hold'em - WSOP.com Online (Event #8)48th World Series of Poker - WSOP 2017, Las Vegas",145th,753,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
2-Jun-17,United States,"$ 565 No Limit Hold'em - The Colossus III (Event #5)48th World Series of Poker - WSOP 2017, Las Vegas",2336th,833,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
18-Jan-17,Australia,"A$ 1,025 + 125 No Limit Hold'em - Accumulator (Event #8)2017 Aussie Millions Poker Championship, Melbourne",12th,7499,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
10-Dec-16,United States,"$ 1,500 + 175 No Limit Hold'em - Main Event (Event #11)WSOP Circuit - WSOPC Bicycle Casino, Los Angeles",79th,3105,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
9-Jul-16,United States,"$ 10,000 No Limit Hold'em Main Event Championship (Event #68)47th World Series of Poker - WSOP 2016, Las Vegas",127th,49108,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
18-Jun-16,United States,"$ 1,500 No Limit Hold'em (Event #29)47th World Series of Poker - WSOP 2016, Las Vegas",45th,8369,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
6-Jun-16,United States,"$ 1,500 No Limit Hold'em (Event #6)47th World Series of Poker - WSOP 2016, Las Vegas",299th,2248,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
2-Jun-16,United States,"$ 565 No Limit Hold'em Colossus II (Event #2)47th World Series of Poker - WSOP 2016, Las Vegas",443rd,3761,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
30-Oct-15,South Africa,"ZAR 33,000 + 3,000 No Limit Hold'em - Main Event (Event #9)World Poker Tour - WPT Emperors Palace Poker Classic, Johannesburg",13th,4375,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
28-Oct-15,South Africa,"ZAR 46,000 + 4,000 No Limit Hold'em - High Roller (Event #7)World Poker Tour - WPT Emperors Palace Poker Classic, Johannesburg",3rd,29947,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
23-Oct-15,South Africa,"ZAR 10,000 + 150 No Limit Hold'em (Event #1)World Poker Tour - WPT Emperors Palace Poker Classic, Johannesburg",3rd,22625,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
8-Jun-15,United States,"$ 1,500 No Limit Hold'em (Event #20)46th World Series of Poker - WSOP 2015, Las Vegas",97th,3783,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
27-Jun-14,United States,"$ 1,000 No Limit Hold'em - Ladies Championship (Event #53)45th World Series of Poker - WSOP 2014, Las Vegas",26th,4817,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
25-Jun-14,United States,"$ 5,000 No Limit Hold'em (Event #49)45th World Series of Poker - WSOP 2014, Las Vegas",21st,22309,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
15-May-14,United States,"$ 1,650 No Limit Hold'em - Main Event2014 California State Poker Championship, Los Angeles",38th,4230,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
6-Jul-13,United States,"$ 10,000 World Championship - No Limit Hold'em (Event #62)44th World Series of Poker - WSOP 2013, Las Vegas",301st,32242,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
5-Jul-13,United States,"$ 1,500 No Limit Hold'em (Event #60)44th World Series of Poker - WSOP 2013, Las Vegas",79th,5797,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
22-Jun-13,United States,"$ 1,500 No Limit Hold'em (Event #40)44th World Series of Poker - WSOP 2013, Las Vegas",142nd,3150,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
19-Jun-13,United States,"$ 1,000 No Limit Hold'em - Turbo (Event #34)44th World Series of Poker - WSOP 2013, Las Vegas",93rd,2536,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
7-Jun-13,United States,"$ 10,000 No Limit Hold'em - Heads-Up (Event #16)44th World Series of Poker - WSOP 2013, Las Vegas",16th,26237,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
4-Apr-13,Australia,"A$ 1,100 No Limit Hold'em - AccumulatorWorld Series of Poker Asia-Pacific - WSOP APAC 2013, Melbourne",34th,4507,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
17-Jan-13,Australia,"A$ 1,100 No Limit Hold'em - Day 1 Flight 12013 Aussie Millions Poker Championship, Melbourne",107th,2639,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
20-Oct-12,South Africa,"$ 1,000 + 100 No Limit Hold'em - Six HandedWorld Poker Tour - WPT Emperors Palace Poker Classic, Johannesburg",1st,41289,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
19-Oct-12,South Africa,"$ 500 + 50 No Limit Hold'emWorld Poker Tour - WPT Emperors Palace Poker Classic, Johannesburg",33rd,1187,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
7-Oct-12,Italy,"€ 2,000 + 200 No Limit Hold'em - Re-EntryEuropean Poker Tour - EPT San Remo, Sanremo",10th,19109,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
27-Jun-12,United States,"$ 1,500 No Limit Hold'em - Ante Only (Event #49)43rd World Series of Poker - WSOP 2012, Las Vegas",57th,4044,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
19-Jun-12,United States,"$ 3,000 No Limit Hold'em - Shootout (Event #36)43rd World Series of Poker - WSOP 2012, Las Vegas",35th,9086,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
6-Jun-12,United States,"$ 1,500 No Limit Hold'em - Shootout (Event #14)43rd World Series of Poker - WSOP 2012, Las Vegas",66th,5295,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
24-Apr-12,Monaco,"€ 5,000 + 250 No Limit Hold'em - Heads-UpEuropean Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",2nd,51820,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
12-Mar-12,Spain,"€ 5,000 + 300 No Limit Hold'em - Main EventEuropean Poker Tour - EPT Madrid, Madrid",28th,14430,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
20-Feb-12,Denmark,"DKr 35,000 + 2,250 No Limit Hold'em - Main EventEuropean Poker Tour - EPT Copenhagen, Copenhagen",28th,11491,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
21-Jan-12,Australia,"A$ 1,500 + 150 No Limit Hold'em - Bounty2012 Aussie Millions Poker Championship, Melbourne",15th,5147,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
21-Oct-11,Italy,"€ 4,600 + 300 No Limit Hold'em - Main EventEuropean Poker Tour - EPT Sanremo, Sanremo",91st,11719,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
14-Oct-11,France,"€ 10,000 + 400 Main Event - No Limit Hold'emWorld Series Of Poker Europe - WSOPE 2011, Cannes",33rd,36736,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
4-Oct-11,Wales,"$ 10,000 Heat 1Coral Late Night Poker 2011, Cardiff",3rd,,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
3-Oct-11,England,"£ 5,000 + 250 No Limit Hold'em - Heads-UpEuropean Poker Tour - EPT London, London",4th,31260,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
29-Sep-11,England,"£ 1,000 + 100 No Limit Hold'emEuropean Poker Tour - EPT London, London",3rd,23914,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
22-Jun-11,United States,"$ 1,500 No Limit Hold'em42nd World Series of Poker - WSOP 2011, Las Vegas",14th,24679,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
15-Jun-11,United States,"$ 2,500 No Limit Hold'em - Six Handed42nd World Series of Poker - WSOP 2011, Las Vegas",76th,6740,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
13-Jun-11,United States,"$ 1,500 Pot Limit Omaha42nd World Series of Poker - WSOP 2011, Las Vegas",71st,4048,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
12-Jun-11,United States,"$ 1,000 No Limit Hold'em42nd World Series of Poker - WSOP 2011, Las Vegas",257th,2114,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
6-Jun-11,United States,"$ 1,500 No Limit Hold'em - Six Handed42nd World Series of Poker - WSOP 2011, Las Vegas",61st,5313,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
7-May-11,Spain,"€ 10,000 + 400 No Limit Hold'em - EPT Grand FinalEuropean Poker Tour - EPT Madrid Grand Final, Madrid",42nd,37105,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
4-Apr-11,United States,"$ 50,000 Week 4 - SNG Idol Poker After Dark (PAD) Season VII, Las Vegas",3rd,,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
13-Jan-11,Bahamas,"$ 2,000 + 150 No Limit Hold'emPokerStars Caribbean Adventure - PCA 2011, Paradise Island",21st,7390,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
13-Dec-10,Czech Republic,"€ 5,000 + 300 No Limit Hold'em - Main EventEuropean Poker Tour - EPT Prague, Prague",12th,39664,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
15-Nov-10,United States,"$ 2,000 + 100 No Limit Hold'emNorth American Poker Tour - NAPT Los Angeles, Los Angeles",6th,7665,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
25-Sep-10,England,"£ 1,000 + 70 No Limit Hold'em - European ChampionshipEuropean Poker Tour - EPT London, London",14th,3224,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
5-Sep-10,France,"€ 2,700 + 300 No Limit Hold'em - Heads UpPartouche Poker Tour - PPT Cannes, Cannes",2nd,29165,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
2-Jul-10,United States,"$ 2,500 No Limit Hold'em41st World Series of Poker - WSOP 2010, Las Vegas",56th,11607,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
18-Jun-10,United States,"$ 10,000 No Limit Hold'em - Heads Up Championship41st World Series of Poker - WSOP 2010, Las Vegas",32nd,17987,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
29-Apr-10,Monaco,"€ 1,000 + 100 No Limit Hold'em - Women's Event European Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",1st,30619,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
25-Apr-10,Monaco,"€ 10,000 + 600 No Limit Hold'em - Main EventEuropean Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",71st,33281,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
17-Apr-10,Italy,"€ 300 + 30 No Limit Hold'emEuropean Poker Tour - EPT Sanremo, Sanremo",6th,2853,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
31-Jan-10,United States,"$ 3,300 + 200 No Limit Hold'em - Championship EventBorgata Winter Open 2010, Atlantic City",50th,6866,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
23-Jan-10,France,"€ 200 + 20 No Limit Hold'em - Women's Event European Poker Tour - EPT Deauville, Deauville",4th,2265,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
5-Dec-09,Czech Republic,"€ 300 + 30 No Limit Hold'em - Women's Event European Poker Tour - EPT Prague, Prague",1st,4646,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
9-Nov-09,United States,"$ 500 + 60 No Limit Hold'em - Deep Stack2009 United States Poker Championship, Atlantic City",4th,7140,142803,https://pokerdb.thehendonmob.com/player.php?a=r&n=142803,10/19/2021
4-Sep-21,International,"$ 777 No Limit Hold'em - $777 LUCKY SEVENS 7-Handed ONLINE (Event #25)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",44th,5063,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
22-Aug-21,International,"$ 1,050 No Limit Hold'em - WSOP GGMasters High Roller Freezeout ONLINE (Event #16)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",50th,5595,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
26-Jul-21,International,"$ 50 No Limit Hold'em - The Return (Event #1) ONLINEWorld Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",170th,937,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
17-Jun-19,United States,"$ 1,600 No Limit Hold'em - MSPT Event (Event #62)DeepStack Championship Poker Series, Las Vegas",1st,393506,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
14-Jun-19,United States,"$ 1,000 No Limit Hold'em - Double Stack (Event #34)50th World Series of Poker - WSOP 2019, Las Vegas",100th,4501,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
7-Jun-19,United States,"$ 1,500 No Limit Hold'em - Millionaire Maker (Event #19)50th World Series of Poker - WSOP 2019, Las Vegas",1034th,2545,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
5-Jun-19,United States,"$ 1,500 No Limit Hold'em - 6-Handed (Event #16)50th World Series of Poker - WSOP 2019, Las Vegas",14th,21364,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
23-Jun-18,United States,"$ 600 + 57 No Limit Hold'em - SuperStack #85DeepStack Championship Poker Series, Las Vegas",44th,1810,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
12-Jun-18,United States,"$ 1,100 No Limit Hold'em - Double Stack #61DeepStack Championship Poker Series, Las Vegas",26th,2528,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
10-Jun-18,United States,"$ 365 No Limit Hold'em - 7PM TurboRio Daily Deepstacks 2018, Las Vegas",10th,930,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
1-Jun-18,United States,"$ 365 No Limit Hold'em - Giant (Event #6)49th World Series of Poker - WSOP 2018, Las Vegas",38th,6703,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
19-Feb-18,United States,"$ 1,600 No Limit Hold'em - SuperStack  (Event #36)DeepStack Extravaganza I, Las Vegas",9th,20430,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
1-Sep-17,Macau,"HK$ 7,200 + 800 No Limit Hold'em - Baby Dragon (Event #15)Macau Poker Cup 27, Macau",44th,2811,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
11-Jul-17,United States,"$ 1,000 + 111 No Limit Hold'em - The Little One for One Drop (Event #74)48th World Series of Poker - WSOP 2017, Las Vegas",26th,17674,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
1-Jul-17,United States,"$ 888 No Limit Hold'em - Crazy Eights (Event #60)48th World Series of Poker - WSOP 2017, Las Vegas",662nd,1742,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
24-Jun-17,United States,"$ 1,500 No Limit Hold'em - Monster Stack (Event #47)48th World Series of Poker - WSOP 2017, Las Vegas",481st,3428,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
22-Jun-17,United States,"$ 1,500 No Limit Hold'em - Shootout (Event #43)48th World Series of Poker - WSOP 2017, Las Vegas",66th,4837,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
15-Jun-17,United States,"$ 2,500 No Limit Hold'em (Event #29)48th World Series of Poker - WSOP 2017, Las Vegas",44th,9093,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
10-Jun-17,United States,"$ 1,500 No Limit Hold'em - Millionaire Maker (Event #20)48th World Series of Poker - WSOP 2017, Las Vegas",798th,2659,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
5-Jun-17,United States,"$ 1,100 MSPT Las Vegas - Main EventDeepstack Extravaganza III, Las Vegas",190th,3208,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
1-Jun-17,United States,"$ 3,000 No Limit Hold'em - Shootout (Event #3)48th World Series of Poker - WSOP 2017, Las Vegas",3rd,103449,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
29-May-17,United States,"$ 1,100 No Limit Hold'em - SuperStack #23Deepstack Extravaganza III, Las Vegas",49th,2229,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
10-May-17,United States,"$ 1,100 No Limit Hold'em - Main Event2017 California State Poker Championship, Los Angeles",28th,5210,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
16-Jan-17,United States,"$ 240 No Limit Hold'em - Turbo #5World Poker Tour - WPT L.A. Poker Classic, Los Angeles",106th,500,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
7-Oct-16,Philippines,"<U+20B1> 50,000 + 5,000 No Limit Hold'em - Main EventAsian Poker Tour - APT Manila, Manila",8th,3248,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
12-Aug-16,United States,"$ 1,000 + 100 No Limit Hold'em Main Event12th Annual Arizona State Poker Championship, Scottsdale",7th,56325,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
8-Jul-16,United States,"$ 1,000 No Limit Hold'em Ladies Championship (Event #65)47th World Series of Poker - WSOP 2016, Las Vegas",12th,8007,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
30-Jun-16,United States,"$ 3,000 No Limit Hold'em (Event #52)47th World Series of Poker - WSOP 2016, Las Vegas",5th,130191,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
24-Jun-16,United States,"$ 1,500 No Limit Hold'em Monster Stack (NO re-entry) (Event #41)47th World Series of Poker - WSOP 2016, Las Vegas",16th,48845,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
21-Jun-16,United States,"$ 365 No Limit Hold'em (Turbo) - 9PMRio Daily Deepstacks 2016, Las Vegas",2nd,5230,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
10-Jun-16,United States,"$ 1,500 No Limit Hold'em Millionaire Maker  (Event #14)47th World Series of Poker - WSOP 2016, Las Vegas",163rd,6551,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
8-Jul-15,United States,"$ 1,100 No Limit Hold'em #64Deep Stack Extravaganza III, Las Vegas",182nd,2658,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
15-Jun-15,United States,"$ 1,100 No Limit Hold'em #37Deep Stack Extravaganza III, Las Vegas",89th,2738,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
5-Jun-15,United States,"$ 1,500 No Limit Hold'em Millionaire Maker (Event #16)46th World Series of Poker - WSOP 2015, Las Vegas",66th,16303,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
3-Jun-15,United States,"$ 1,500 No Limit Hold'em Six Handed (Event #12)46th World Series of Poker - WSOP 2015, Las Vegas",46th,6575,428461,https://pokerdb.thehendonmob.com/player.php?a=r&n=428461,10/19/2021
30-May-19,United States,"$ 500 No Limit Hold'em - BIG 50 (Event #3)50th World Series of Poker - WSOP 2019, Las Vegas",3980th,750,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
3-Aug-18,United States,"$ 130 + 30 No Limit Hold'em - Mega Millions XIX (Event #8)World Poker Tour - WPT500 Legends of Poker, Los Angeles",54th,4015,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
19-Sep-17,United States,"$ 250 No Limit Hold'em #35DeepStack Extravaganza 3.5, Las Vegas",26th,1621,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
1-Aug-17,United States,"$ 120 27 Game MixBARGE 2017, Las Vegas",7th,240,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
5-Aug-16,United States,"$ 240 No Limit Hold'em (Event #14)World Poker Tour - WPT Legends Of Poker, Los Angeles",152nd,590,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
5-May-16,United States,"$ 240 No Limit Hold'em Event 112016 California State Poker Championship, Los Angeles",135th,360,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
